Border,Date,Measure,Value,Average
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,26094734,12311669
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Full,14309919,5938584
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,14275247,5904965
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Empty,6871592,2869697
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,6836474,2853625
US-Mexico Border,05/01/2006 12:00:00 AM,Buses,4442375,2162963
US-Canada Border,05/01/2006 12:00:00 AM,Buses,4421573,2153808
US-Mexico Border,05/01/2006 12:00:00 AM,Train Passengers,2657610,1344984
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,2655538,1339713
US-Mexico Border,05/01/2006 12:00:00 AM,Trains,424720,211406
US-Canada Border,05/01/2006 12:00:00 AM,Trains,423826,210550
US-Mexico Border,04/01/2006 12:00:00 AM,Personal Vehicle Passengers,2944637017,1535912262
US-Canada Border,04/01/2006 12:00:00 AM,Personal Vehicle Passengers,2929046923,1530208922
US-Mexico Border,04/01/2006 12:00:00 AM,Personal Vehicles,1244415037,615433085
US-Canada Border,04/01/2006 12:00:00 AM,Personal Vehicles,1236882711,612886600
US-Mexico Border,04/01/2006 12:00:00 AM,Pedestrians,483938783,234260152
US-Canada Border,04/01/2006 12:00:00 AM,Pedestrians,480243301,233249308
US-Mexico Border,04/01/2006 12:00:00 AM,Trucks,111248116,53753572
US-Canada Border,04/01/2006 12:00:00 AM,Trucks,110862405,53520801
US-Mexico Border,04/01/2006 12:00:00 AM,Bus Passengers,76180973,37722953
US-Canada Border,04/01/2006 12:00:00 AM,Bus Passengers,75923471,37567252
US-Mexico Border,04/01/2006 12:00:00 AM,Truck Containers Full,73465210,31798938
US-Canada Border,04/01/2006 12:00:00 AM,Truck Containers Full,73213612,31630249
US-Mexico Border,04/01/2006 12:00:00 AM,Truck Containers Empty,26009623,12256092
US-Canada Border,04/01/2006 12:00:00 AM,Truck Containers Empty,25878258,12200410
US-Mexico Border,04/01/2006 12:00:00 AM,Rail Containers Full,14155121,5871213
US-Canada Border,04/01/2006 12:00:00 AM,Rail Containers Full,14122302,5837675
US-Mexico Border,04/01/2006 12:00:00 AM,Rail Containers Empty,6793857,2837565
US-Canada Border,04/01/2006 12:00:00 AM,Rail Containers Empty,6758610,2821548
US-Mexico Border,04/01/2006 12:00:00 AM,Buses,4408274,2144664
US-Canada Border,04/01/2006 12:00:00 AM,Buses,4387206,2135500
US-Mexico Border,04/01/2006 12:00:00 AM,Train Passengers,2631855,1334407
US-Canada Border,04/01/2006 12:00:00 AM,Train Passengers,2630254,1329154
US-Mexico Border,04/01/2006 12:00:00 AM,Trains,421014,209690
US-Canada Border,04/01/2006 12:00:00 AM,Trains,420241,208834
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,2924008704,1524522589
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,2908197526,1518810401
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicles,1234482733,610350030
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicles,1226605796,607802550
US-Mexico Border,03/01/2006 12:00:00 AM,Pedestrians,480203785,232245267
US-Canada Border,03/01/2006 12:00:00 AM,Pedestrians,476313942,231233192
US-Mexico Border,03/01/2006 12:00:00 AM,Trucks,110315639,53287705
US-Canada Border,03/01/2006 12:00:00 AM,Trucks,109886968,53054938
US-Mexico Border,03/01/2006 12:00:00 AM,Bus Passengers,75674358,37411333
US-Canada Border,03/01/2006 12:00:00 AM,Bus Passengers,75390045,37255157
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Full,72722820,31461211
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Full,72439698,31292796
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Empty,25801688,12144809
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Empty,25658268,12089066
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Full,13995454,5803998
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Full,13960776,5770563
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Empty,6715211,2805543
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Empty,6679370,2789586
US-Mexico Border,03/01/2006 12:00:00 AM,Buses,4377073,2126347
US-Canada Border,03/01/2006 12:00:00 AM,Buses,4354996,2117160
US-Mexico Border,03/01/2006 12:00:00 AM,Train Passengers,2616595,1323865
US-Canada Border,03/01/2006 12:00:00 AM,Train Passengers,2614674,1318589
US-Mexico Border,03/01/2006 12:00:00 AM,Trains,417532,207975
US-Canada Border,03/01/2006 12:00:00 AM,Trains,416646,207119
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,2903343484,1513116191
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,2889306804,1507395091
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicles,1224265411,605266471
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicles,1217257052,602719150
US-Mexico Border,02/01/2006 12:00:00 AM,Pedestrians,476287557,230228762
US-Canada Border,02/01/2006 12:00:00 AM,Pedestrians,472853500,229216175
US-Mexico Border,02/01/2006 12:00:00 AM,Trucks,109286218,52822020
US-Canada Border,02/01/2006 12:00:00 AM,Trucks,108904548,52589657
US-Mexico Border,02/01/2006 12:00:00 AM,Bus Passengers,75148836,37098866
US-Canada Border,02/01/2006 12:00:00 AM,Bus Passengers,74902955,36942282
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Full,71908756,31124162
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Full,71658859,30956324
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Empty,25567346,12033455
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Empty,25441622,11977760
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Full,13829922,5736997
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Full,13802252,5703693
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Empty,6635002,2773644
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Empty,6605196,2757754
US-Mexico Border,02/01/2006 12:00:00 AM,Buses,4345794,2107988
US-Canada Border,02/01/2006 12:00:00 AM,Buses,4326856,2098779
US-Mexico Border,02/01/2006 12:00:00 AM,Train Passengers,2602214,1313277
US-Canada Border,02/01/2006 12:00:00 AM,Train Passengers,2600566,1307973
US-Mexico Border,02/01/2006 12:00:00 AM,Trains,413834,206261
US-Canada Border,02/01/2006 12:00:00 AM,Trains,413093,205407
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,2885374316,1501684712
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,2869607330,1495943262
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicles,1215326672,600179737
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicles,1207646866,597627260
US-Mexico Border,01/01/2006 12:00:00 AM,Pedestrians,472835311,228209409
US-Canada Border,01/01/2006 12:00:00 AM,Pedestrians,469320636,227194364
US-Mexico Border,01/01/2006 12:00:00 AM,Trucks,108379925,52356951
US-Canada Border,01/01/2006 12:00:00 AM,Trucks,107987786,52124490
US-Mexico Border,01/01/2006 12:00:00 AM,Bus Passengers,74692365,36785420
US-Canada Border,01/01/2006 12:00:00 AM,Bus Passengers,74427649,36628130
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Full,71193553,30788131
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Full,70937792,30620474
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Empty,25360444,11922124
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Empty,25224327,11866363
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Full,13687620,5670228
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Full,13658669,5636961
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Empty,6566729,2741855
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Empty,6532299,2725984
US-Mexico Border,01/01/2006 12:00:00 AM,Buses,4318629,2089572
US-Canada Border,01/01/2006 12:00:00 AM,Buses,4297105,2080323
US-Mexico Border,01/01/2006 12:00:00 AM,Train Passengers,2589664,1302631
US-Canada Border,01/01/2006 12:00:00 AM,Train Passengers,2587770,1297291
US-Mexico Border,01/01/2006 12:00:00 AM,Trains,410593,204548
US-Canada Border,01/01/2006 12:00:00 AM,Trains,409764,203693
US-Mexico Border,12/01/2005 12:00:00 AM,Personal Vehicle Passengers,2865317438,1490219661
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicle Passengers,2848299754,1484466114
US-Mexico Border,12/01/2005 12:00:00 AM,Personal Vehicles,1205546237,595085512
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicles,1197535694,592531283
US-Mexico Border,12/01/2005 12:00:00 AM,Pedestrians,469298284,226185504
US-Canada Border,12/01/2005 12:00:00 AM,Pedestrians,465056582,225168296
US-Mexico Border,12/01/2005 12:00:00 AM,Trucks,107436502,51891727
US-Canada Border,12/01/2005 12:00:00 AM,Trucks,107054922,51659322
US-Mexico Border,12/01/2005 12:00:00 AM,Bus Passengers,74176267,36470632
US-Canada Border,12/01/2005 12:00:00 AM,Bus Passengers,73892622,36312868
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Full,70455414,30452485
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Full,70212633,30285109
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Empty,25142796,11810705
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Empty,25007250,11754922
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Full,13534086,5603537
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Full,13504778,5570355
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Empty,6489379,2710125
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Empty,6452060,2694312
US-Mexico Border,12/01/2005 12:00:00 AM,Buses,4287386,2071087
US-Canada Border,12/01/2005 12:00:00 AM,Buses,4264440,2061813
US-Mexico Border,12/01/2005 12:00:00 AM,Train Passengers,2576630,1291914
US-Canada Border,12/01/2005 12:00:00 AM,Train Passengers,2574906,1286539
US-Mexico Border,12/01/2005 12:00:00 AM,Trains,407039,202835
US-Canada Border,12/01/2005 12:00:00 AM,Trains,406216,201980
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,2843601108,1478735721
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,2828799903,1472976795
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicles,1195303266,589989248
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,1187866370,587435180
US-Mexico Border,11/01/2005 12:00:00 AM,Pedestrians,465032367,224160362
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,461372002,223144024
US-Mexico Border,11/01/2005 12:00:00 AM,Trucks,106553369,51426567
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,106144363,51193964
US-Mexico Border,11/01/2005 12:00:00 AM,Bus Passengers,73679748,36154969
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,73473408,35996637
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Full,69778734,30117346
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,69512420,29949999
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Empty,24931791,11699240
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,24793597,11643407
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Full,13384350,5537017
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,13355031,5503906
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Empty,6413238,2678523
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,6378101,2662765
US-Mexico Border,11/01/2005 12:00:00 AM,Buses,4256372,2052559
US-Canada Border,11/01/2005 12:00:00 AM,Buses,4235888,2043260
US-Mexico Border,11/01/2005 12:00:00 AM,Train Passengers,2559744,1281125
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,2558087,1275730
US-Mexico Border,11/01/2005 12:00:00 AM,Trains,403263,201122
US-Canada Border,11/01/2005 12:00:00 AM,Trains,402385,200269
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,2824440569,1467231782
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,2809492499,1461456425
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicles,1185650940,584890980
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicles,1178081736,582334555
US-Mexico Border,10/01/2005 12:00:00 AM,Pedestrians,461343725,222134584
US-Canada Border,10/01/2005 12:00:00 AM,Pedestrians,457838449,221116673
US-Mexico Border,10/01/2005 12:00:00 AM,Trucks,105573871,50961124
US-Canada Border,10/01/2005 12:00:00 AM,Trucks,105167105,50728729
US-Mexico Border,10/01/2005 12:00:00 AM,Bus Passengers,73210248,35837837
US-Canada Border,10/01/2005 12:00:00 AM,Bus Passengers,72991103,35678806
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Full,69016495,29782361
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Full,68752298,29615407
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Empty,24712458,11587686
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Empty,24570781,11531836
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Full,13231636,5470638
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Full,13199711,5437613
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Empty,6336373,2647022
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Empty,6302967,2631322
US-Mexico Border,10/01/2005 12:00:00 AM,Buses,4225888,2033969
US-Canada Border,10/01/2005 12:00:00 AM,Buses,4204258,2024642
US-Mexico Border,10/01/2005 12:00:00 AM,Train Passengers,2544678,1270297
US-Canada Border,10/01/2005 12:00:00 AM,Train Passengers,2543012,1264874
US-Mexico Border,10/01/2005 12:00:00 AM,Trains,399481,199413
US-Canada Border,10/01/2005 12:00:00 AM,Trains,398620,198562
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,2804408448,1455695588
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,2790037697,1449907120
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,1175558130,579788627
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,1168288177,577231676
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,457777192,220105041
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,454588807,219084989
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,104573361,50496086
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,104182369,50263995
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,72646619,35519351
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,72456458,35360007
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,68231903,29448156
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,67977929,29281702
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,24487836,11476114
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,24352017,11420269
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,13072581,5404441
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,13044978,5371531
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,6262510,2615632
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,6230863,2599980
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,4191725,2015327
US-Canada Border,09/01/2005 12:00:00 AM,Buses,4171878,2005986
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,2527617,1259411
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,2526119,1253969
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,395566,197707
US-Canada Border,09/01/2005 12:00:00 AM,Trains,394757,196857
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,2784592393,1444130695
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,2768938204,1438327831
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicles,1165595169,574684019
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicles,1157929011,572125962
US-Mexico Border,08/01/2005 12:00:00 AM,Pedestrians,454533494,218069886
US-Canada Border,08/01/2005 12:00:00 AM,Pedestrians,450542965,217046234
US-Mexico Border,08/01/2005 12:00:00 AM,Trucks,103601923,50031588
US-Canada Border,08/01/2005 12:00:00 AM,Trucks,103194724,49799682
US-Mexico Border,08/01/2005 12:00:00 AM,Bus Passengers,72002298,35200108
US-Canada Border,08/01/2005 12:00:00 AM,Bus Passengers,71749212,35040791
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Full,67472593,29114908
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Full,67213418,28948857
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Empty,24267444,11364529
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Empty,24122199,11308672
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Full,12926821,5338455
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Full,12899155,5305605
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Empty,6191981,2584329
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Empty,6159225,2568712
US-Mexico Border,08/01/2005 12:00:00 AM,Buses,4154836,1996651
US-Canada Border,08/01/2005 12:00:00 AM,Buses,4132736,1987308
US-Mexico Border,08/01/2005 12:00:00 AM,Train Passengers,2501593,1248485
US-Canada Border,08/01/2005 12:00:00 AM,Train Passengers,2499996,1243060
US-Mexico Border,08/01/2005 12:00:00 AM,Trains,391978,196004
US-Canada Border,08/01/2005 12:00:00 AM,Trains,391172,195156
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,2761644978,1432542568
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,2745294817,1426738628
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicles,1154580563,569578992
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicles,1146821049,567024400
US-Mexico Border,07/01/2005 12:00:00 AM,Pedestrians,450424642,216031031
US-Canada Border,07/01/2005 12:00:00 AM,Pedestrians,446562370,215007478
US-Mexico Border,07/01/2005 12:00:00 AM,Trucks,102575211,49567530
US-Canada Border,07/01/2005 12:00:00 AM,Trucks,102213383,49336055
US-Mexico Border,07/01/2005 12:00:00 AM,Bus Passengers,71316275,34881190
US-Canada Border,07/01/2005 12:00:00 AM,Bus Passengers,70956062,34722084
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Full,66677940,28782490
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Full,66446736,28617007
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Empty,24034647,11252961
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Empty,23898688,11197146
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Full,12780469,5272590
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Full,12755866,5239804
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Empty,6118396,2553101
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Empty,6090072,2537532
US-Mexico Border,07/01/2005 12:00:00 AM,Buses,4114318,1977980
US-Canada Border,07/01/2005 12:00:00 AM,Buses,4091447,1968651
US-Mexico Border,07/01/2005 12:00:00 AM,Train Passengers,2466400,1237596
US-Canada Border,07/01/2005 12:00:00 AM,Train Passengers,2465200,1232230
US-Mexico Border,07/01/2005 12:00:00 AM,Trains,388577,194304
US-Canada Border,07/01/2005 12:00:00 AM,Trains,387804,193455
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,2737750409,1420955487
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,2722541796,1415154628
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,1143408781,564481432
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,1135828975,561931091
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,446446479,213991887
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,442739632,212967857
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,101707741,49104137
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,101305211,48872403
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,70540952,34563164
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,70256757,34404671
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,66006481,28451087
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,65744508,28285645
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,23822939,11141437
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,23686587,11085572
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,12639388,5206839
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,12610821,5174097
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,6047472,2521951
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,6018368,2506420
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,4074455,1959341
US-Canada Border,06/01/2005 12:00:00 AM,Buses,4052803,1950023
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,2430108,1226822
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,2428650,1221521
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,385230,192603
US-Canada Border,06/01/2005 12:00:00 AM,Trains,384484,191754
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,2716861474,1409369729
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,2700927711,1403558655
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,1133060461,559391720
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,1125239677,556842081
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,442693485,211951168
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,438957760,210925647
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,100705845,48640400
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,100309461,48408998
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,69879456,34246034
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,69610957,34087663
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,65227569,28119898
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,64968143,27954975
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,23603762,11029815
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,23469328,10973931
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,12494954,5141191
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,12465008,5108508
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,5976835,2490880
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,5942621,2475387
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,4036984,1940719
US-Canada Border,05/01/2005 12:00:00 AM,Buses,4016655,1931402
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,2398665,1216180
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,2397398,1210924
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,381941,190902
US-Canada Border,05/01/2005 12:00:00 AM,Trains,381107,190053
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,2695903256,1397766828
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,2680721792,1391945589
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicles,1122707329,554304592
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicles,1115070563,551755701
US-Mexico Border,04/01/2005 12:00:00 AM,Pedestrians,438902794,209907646
US-Canada Border,04/01/2005 12:00:00 AM,Pedestrians,435012454,208880762
US-Mexico Border,04/01/2005 12:00:00 AM,Trucks,99712581,48177299
US-Canada Border,04/01/2005 12:00:00 AM,Trucks,99317101,47946199
US-Mexico Border,04/01/2005 12:00:00 AM,Bus Passengers,69222920,33929077
US-Canada Border,04/01/2005 12:00:00 AM,Bus Passengers,68946209,33770808
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Full,64459052,27789738
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Full,64194904,27625301
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Empty,23391734,10918148
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Empty,23255081,10862213
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Full,12343080,5075666
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Full,12312514,5043077
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Empty,5899831,2459908
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Empty,5866201,2444483
US-Mexico Border,04/01/2005 12:00:00 AM,Buses,4001407,1922093
US-Canada Border,04/01/2005 12:00:00 AM,Buses,3980198,1912768
US-Mexico Border,04/01/2005 12:00:00 AM,Train Passengers,2376626,1205627
US-Canada Border,04/01/2005 12:00:00 AM,Train Passengers,2375180,1200376
US-Mexico Border,04/01/2005 12:00:00 AM,Trains,378322,189200
US-Canada Border,04/01/2005 12:00:00 AM,Trains,377535,188352
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,2676096006,1386140291
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,2659628521,1380303387
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicles,1112781194,549218247
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicles,1104849509,546668188
US-Mexico Border,03/01/2005 12:00:00 AM,Pedestrians,434975263,207862151
US-Canada Border,03/01/2005 12:00:00 AM,Pedestrians,430448112,206834490
US-Mexico Border,03/01/2005 12:00:00 AM,Trucks,98755351,47714799
US-Canada Border,03/01/2005 12:00:00 AM,Trucks,98357627,47483846
US-Mexico Border,03/01/2005 12:00:00 AM,Bus Passengers,68655109,33612361
US-Canada Border,03/01/2005 12:00:00 AM,Bus Passengers,68329584,33453796
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Full,63722660,27460573
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Full,63466956,27296492
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Empty,23180027,10806389
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Empty,23041600,10750400
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Full,12187216,5010332
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Full,12158574,4977857
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Empty,5826887,2429069
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Empty,5793794,2413695
US-Mexico Border,03/01/2005 12:00:00 AM,Buses,3968718,1903456
US-Canada Border,03/01/2005 12:00:00 AM,Buses,3945458,1894111
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,2361994,1195084
US-Canada Border,03/01/2005 12:00:00 AM,Train Passengers,2360430,1189804
